date de saisie;Activitées;description; Montant Brut ;Type;Années
02/11/2021;Administrative Salaries;Charge - Administrative Salaries - fournisseur 681;511 725;Dépenses;2021
11/05/2021;Wholesale Sales;Vente - Wholesale Sales - client 3463;2 364 522;Revenu;2021
06/08/2021;Other Operating Income;Vente - Other Operating Income - client 9537;254 595;Revenu;2021
25/02/2021;Administrative Salaries;Charge - Administrative Salaries - fournisseur 317;358 010;Dépenses;2021
20/12/2021;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 818;1 079 808;Dépenses;2021
17/09/2021;Retail Sales;Vente - Retail Sales - client 7600;2 629 340;Revenu;2021
13/08/2021;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 381;3 549 512;Dépenses;2021
15/12/2021;Marketing & Sales;Charge - Marketing & Sales - fournisseur 420;1 016 124;Dépenses;2021
22/02/2021;Retail Sales;Vente - Retail Sales - client 9821;5 771 686;Revenu;2021
16/02/2021;Professional fees;Charge - Professional fees - fournisseur 229;67 474;Dépenses;2021
28/12/2021;Export Sales;Vente - Export Sales - client 1646;1 719 615;Revenu;2021
21/08/2021;Rent;Charge - Rent - fournisseur 717;162 017;Dépenses;2021
09/07/2021;Professional fees;Charge - Professional fees - fournisseur 739;83 732;Dépenses;2021
02/10/2021;Marketing & Sales;Charge - Marketing & Sales - fournisseur 531;486 207;Dépenses;2021
23/05/2021;Retail Sales;Vente - Retail Sales - client 6626;4 305 960;Revenu;2021
06/10/2021;Professional fees;Charge - Professional fees - fournisseur 869;124 954;Dépenses;2021
06/07/2021;Rent;Charge - Rent - fournisseur 560;335 796;Dépenses;2021
23/07/2021;Wholesale Sales;Vente - Wholesale Sales - client 4365;1 557 733;Revenu;2021
25/03/2021;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 318;656 035;Dépenses;2021
16/06/2021;Depreciation;Charge - Depreciation - fournisseur 687;185 189;Dépenses;2021
04/07/2021;Maintenance;Charge - Maintenance - fournisseur 383;188 790;Dépenses;2021
11/01/2021;Administrative Salaries;Charge - Administrative Salaries - fournisseur 668;500 892;Dépenses;2021
17/03/2021;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 574;54 808;Dépenses;2021
25/07/2021;Wholesale Sales;Vente - Wholesale Sales - client 4578;1 717 423;Revenu;2021
14/11/2021;Other Operating Income;Vente - Other Operating Income - client 6633;433 361;Revenu;2021
27/08/2021;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 895;82 796;Dépenses;2021
16/08/2021;Wholesale Sales;Vente - Wholesale Sales - client 8381;2 824 206;Revenu;2021
26/06/2021;Retail Sales;Vente - Retail Sales - client 4878;5 302 145;Revenu;2021
05/05/2021;Maintenance;Charge - Maintenance - fournisseur 231;151 585;Dépenses;2021
16/09/2021;Retail Sales;Vente - Retail Sales - client 7434;3 067 879;Revenu;2021
21/12/2021;Professional fees;Charge - Professional fees - fournisseur 430;115 159;Dépenses;2021
17/06/2021;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 620;323 504;Dépenses;2021
05/11/2021;Rent;Charge - Rent - fournisseur 668;263 702;Dépenses;2021
22/04/2021;Administrative Salaries;Charge - Administrative Salaries - fournisseur 250;218 552;Dépenses;2021
25/03/2021;Depreciation;Charge - Depreciation - fournisseur 300;244 941;Dépenses;2021
21/04/2021;Wholesale Sales;Vente - Wholesale Sales - client 5951;1 700 566;Revenu;2021
12/08/2021;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 602;4 462 403;Dépenses;2021
24/08/2021;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 648;331 452;Dépenses;2021
01/02/2021;Professional fees;Charge - Professional fees - fournisseur 769;58 333;Dépenses;2021
06/06/2021;Professional fees;Charge - Professional fees - fournisseur 538;63 326;Dépenses;2021
18/01/2021;Packaging Purchases;Charge - Packaging Purchases - fournisseur 802;1 089 795;Dépenses;2021
24/07/2021;Other Operating Income;Vente - Other Operating Income - client 4088;355 361;Revenu;2021
03/01/2021;Rent;Charge - Rent - fournisseur 252;161 279;Dépenses;2021
05/10/2021;Packaging Purchases;Charge - Packaging Purchases - fournisseur 656;735 469;Dépenses;2021
12/12/2021;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 872;1 248 350;Dépenses;2021
24/12/2021;Other Operating Income;Vente - Other Operating Income - client 5395;445 077;Revenu;2021
25/02/2021;Professional fees;Charge - Professional fees - fournisseur 449;97 875;Dépenses;2021
02/07/2021;Packaging Purchases;Charge - Packaging Purchases - fournisseur 674;342 288;Dépenses;2021
08/07/2021;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 690;1 418 808;Dépenses;2021
16/11/2021;Retail Sales;Vente - Retail Sales - client 2342;5 745 624;Revenu;2021
25/06/2021;Export Sales;Vente - Export Sales - client 4453;642 255;Revenu;2021
27/03/2021;Professional fees;Charge - Professional fees - fournisseur 708;67 175;Dépenses;2021
21/02/2021;Depreciation;Charge - Depreciation - fournisseur 718;423 114;Dépenses;2021
22/07/2021;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 991;5 218 597;Dépenses;2021
16/04/2021;Wholesale Sales;Vente - Wholesale Sales - client 5986;1 637 817;Revenu;2021
11/11/2021;Rent;Charge - Rent - fournisseur 405;469 869;Dépenses;2021
23/10/2021;Administrative Salaries;Charge - Administrative Salaries - fournisseur 951;266 296;Dépenses;2021
21/05/2021;Wholesale Sales;Vente - Wholesale Sales - client 6082;2 461 009;Revenu;2021
03/04/2021;Export Sales;Vente - Export Sales - client 4362;748 885;Revenu;2021
11/12/2021;Wholesale Sales;Vente - Wholesale Sales - client 8875;2 703 304;Revenu;2021
05/08/2021;Packaging Purchases;Charge - Packaging Purchases - fournisseur 874;670 930;Dépenses;2021
25/12/2021;Rent;Charge - Rent - fournisseur 909;207 978;Dépenses;2021
13/12/2021;Other Operating Income;Vente - Other Operating Income - client 7566;548 605;Revenu;2021
12/09/2021;Professional fees;Charge - Professional fees - fournisseur 208;147 488;Dépenses;2021
16/06/2021;Rent;Charge - Rent - fournisseur 965;282 459;Dépenses;2021
05/08/2021;Administrative Salaries;Charge - Administrative Salaries - fournisseur 888;364 715;Dépenses;2021
01/09/2021;Packaging Purchases;Charge - Packaging Purchases - fournisseur 776;625 107;Dépenses;2021
24/11/2021;Export Sales;Vente - Export Sales - client 6238;1 051 492;Revenu;2021
04/10/2021;Marketing & Sales;Charge - Marketing & Sales - fournisseur 992;477 540;Dépenses;2021
28/07/2021;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 972;5 205 407;Dépenses;2021
02/09/2021;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 240;161 543;Dépenses;2021
13/07/2021;Professional fees;Charge - Professional fees - fournisseur 582;59 309;Dépenses;2021
25/11/2021;Maintenance;Charge - Maintenance - fournisseur 529;64 520;Dépenses;2021
22/03/2021;Administrative Salaries;Charge - Administrative Salaries - fournisseur 595;236 735;Dépenses;2021
12/04/2021;Packaging Purchases;Charge - Packaging Purchases - fournisseur 461;531 614;Dépenses;2021
26/10/2021;Marketing & Sales;Charge - Marketing & Sales - fournisseur 406;765 291;Dépenses;2021
25/03/2021;Export Sales;Vente - Export Sales - client 4697;872 121;Revenu;2021
08/11/2021;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 259;6 521 581;Dépenses;2021
25/01/2021;Other Operating Income;Vente - Other Operating Income - client 5371;251 224;Revenu;2021
02/07/2021;Depreciation;Charge - Depreciation - fournisseur 857;200 094;Dépenses;2021
10/06/2021;Retail Sales;Vente - Retail Sales - client 2077;3 458 613;Revenu;2021
24/01/2021;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 913;298 783;Dépenses;2021
27/11/2021;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 966;1 890 136;Dépenses;2021
16/01/2021;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 949;4 220 475;Dépenses;2021
10/03/2021;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 933;901 625;Dépenses;2021
22/12/2021;Depreciation;Charge - Depreciation - fournisseur 627;581 332;Dépenses;2021
22/08/2021;Wholesale Sales;Vente - Wholesale Sales - client 4043;2 408 455;Revenu;2021
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
